ds,y,add_1,add_2,add_3
2020-03-08 12:45:00,1254223.0,6,0,0
2020-03-08 13:00:00,1255139.0,6,0,0
2020-03-08 13:15:00,1255923.0,6,0,0
2020-03-08 13:30:00,1256526.0,6,0,0
2020-03-08 13:45:00,1256874.0,6,0,0
2020-03-08 14:00:00,1257360.0,6,0,0
2020-03-08 14:15:00,1257480.0,6,0,0
2020-03-08 14:30:00,1257810.0,6,0,0
2020-03-08 14:45:00,1258063.0,6,0,0
2020-03-08 15:00:00,1258466.0,6,0,0
2020-03-08 15:15:00,1258613.0,6,0,0
2020-03-08 15:30:00,1259177.0,6,0,0
2020-03-08 15:45:00,1259141.0,6,0,0
2020-03-08 16:00:00,1259591.0,6,0,0
2020-03-08 16:15:00,1259928.0,6,0,0
2020-03-08 16:30:00,1260587.0,6,0,0
2020-03-08 16:45:00,1260736.0,6,0,0
2020-03-08 17:00:00,1261140.0,6,0,0
2020-03-08 17:15:00,1261468.0,6,0,0
2020-03-08 17:30:00,1261911.0,6,0,0
2020-03-08 17:45:00,1262113.0,6,0,0
2020-03-08 18:00:00,1262419.0,6,0,0
2020-03-08 18:15:00,1262195.0,6,0,0
2020-03-08 18:30:00,1262225.0,6,0,0
2020-03-08 18:45:00,1261813.0,6,0,0
2020-03-08 19:00:00,1261696.0,6,0,0
2020-03-08 19:15:00,1261543.0,6,0,0
2020-03-08 19:30:00,1261194.0,6,0,0
2020-03-08 19:45:00,1261059.0,6,0,0
2020-03-08 20:00:00,1260723.0,6,0,0
2020-03-08 20:15:00,1260246.0,6,0,0
2020-03-08 20:30:00,1259286.0,6,0,0
2020-03-08 20:45:00,1258440.0,6,0,0
2020-03-08 21:00:00,1257077.0,6,0,0
2020-03-08 21:15:00,1255476.0,6,0,0
2020-03-08 21:30:00,1253267.0,6,0,0
2020-03-08 21:45:00,1250282.0,6,0,0
2020-03-08 22:00:00,1246524.0,6,0,0
2020-03-08 22:15:00,1242310.0,6,0,0
2020-03-08 22:30:00,1236568.0,6,0,0
2020-03-08 22:45:00,1230406.0,6,0,0
2020-03-08 23:00:00,1223403.0,6,0,0
2020-03-08 23:15:00,1216460.0,6,0,0
2020-03-08 23:30:00,1208922.0,6,0,0
2020-03-08 23:45:00,1201517.0,6,0,0
2020-03-09 00:00:00,1194075.0,0,0,0
2020-03-09 00:15:00,1187397.0,0,0,0
2020-03-09 00:30:00,1181127.0,0,0,0
2020-03-09 00:45:00,1175262.0,0,0,0
2020-03-09 01:00:00,1170171.0,0,0,0
